arg1 sensekey,arg1 offset,relation,arg2 sensekey,arg2 offset,arg1 gloss (abbreviated),arg2 gloss (abbreviated)
battle%2:33:00::,201092366,event,battle%1:04:02::,100958896,battle or contend against in or as if in...,an open clash between two opposing group...
battle%2:33:00::,201092366,event,battle%1:04:00::,100953559,battle or contend against in or as if in...,a hostile meeting of opposing military f...
bay%2:32:00::,201047951,event,bay%1:11:00::,107376836,"bark with prolonged noises, of dogs",the sound of a hound on the scent
beat%2:39:01::,202175578,event,beat%1:11:01::,107376937,"make a sound like a clock or a timer; ""t...","the sound of stroke or blow; ""he heard t..."
beat%2:38:01::,201945938,event,beat%1:04:00::,100314094,sail with much tacking or with difficult...,the act of beating to windward; sailing ...
beat%2:38:00::,201880113,event,beat%1:11:00::,107400906,"move rhythmically; ""Her heart was beatin...",the rhythmic contraction and expansion o...
beat%2:36:00::,201624897,event,beat%1:04:01::,100547616,"shape by beating; ""beat swords into plou...","a stroke or blow; ""the signal was two be..."
beat%2:35:00::,201398919,event,beat%1:11:01::,107376937,"hit repeatedly; ""beat on the door""; ""bea...","the sound of stroke or blow; ""he heard t..."
beat%2:35:00::,201398919,event,beat%1:04:01::,100547616,"hit repeatedly; ""beat on the door""; ""bea...","a stroke or blow; ""the signal was two be..."
beef%2:32:00::,200910973,event,beef%1:10:00::,107209965,"complain; ""What was he hollering about?""...","informal terms for objecting; ""I have a ..."
beep%2:39:00::,202183175,event,beep%1:11:00::,107377082,"make a loud noise; ""The horns of the tax...",a short high tone produced as a signal o...
beep%2:32:01::,200791372,event,beep%1:11:00::,107377082,"call, summon, or alert with a beeper",a short high tone produced as a signal o...
belch%2:29:00::,200003431,event,belch%1:04:00::,100117578,"expel gas from the stomach; ""In China it...",a reflex that expels gas noisily from th...
bell%2:35:00::,201297274,event,bell%1:11:00::,107377244,"attach a bell to; ""bell cows""","the sound of a bell being struck; ""saved..."
bellow%2:32:01::,201048718,event,bellow%1:10:00::,107121361,"make a loud noise, as of animal; ""The bu...",a very loud utterance (like the sound of...
bellow%2:32:00::,201048569,event,bellow%1:10:00::,107121361,shout loudly and without restraint,a very loud utterance (like the sound of...
belly_dance%2:36:00::,201710190,event,belly_dance%1:04:00::,100530554,perform a belly dance,a Middle Eastern dance in which the danc...
belt%2:35:00::,201415162,event,belt%1:11:00::,107410207,"deliver a blow to; ""He belted his oppone...","a vigorous blow; ""the sudden knock floor..."
bet%2:33:00::,201155687,event,bet%1:04:00::,100506658,"stake on the outcome of an issue; ""I bet...","the act of gambling; ""he did it on a bet..."
bicker%2:32:00::,200774056,event,bicker%1:10:00::,107184735,"argue over petty things; ""Let's not quib...",a quarrel about petty points
bid%2:40:00::,202298632,event,bid%1:10:00::,107165086,"propose a payment; ""The Swiss dealer off...",a formal proposal to buy at a specified ...
bid%2:40:04::,202240674,event,bid%1:10:00::,107165086,make a serious effort to attain somethin...,a formal proposal to buy at a specified ...
bid%2:40:04::,202240674,event,bid%1:04:00::,100786887,make a serious effort to attain somethin...,"an attempt to get something; ""they made ..."
bid%2:32:02::,200759657,event,bid%1:10:03::,107168131,"ask for or request earnestly; ""The proph...",an authoritative direction or instructio...
biff%2:35:00::,201416020,event,biff%1:04:00::,100134780,"strike, usually with the fist; ""The pede...","(boxing) a blow with the fist; ""I gave h..."
billow%2:38:00::,202041206,event,billow%1:11:00::,107348545,"rise and move, as in waves or billows; ""...",a large sea wave
binge%2:34:00::,201193099,event,binge%1:04:00::,100510723,overeat or eat immodestly; make a pig of...,an occasion for excessive eating or drin...
bioassay%2:31:00::,200695120,event,bioassay%1:09:00::,105740300,subject to a bio-assay,appraisal of the biological activity of ...
birdie%2:35:00::,201598507,event,birdie%1:23:00::,113595276,shoot in one stroke under par,(golf) a score of one stroke under par o...
birr%2:39:00::,202188587,event,birr%1:11:00::,107399917,"make a soft swishing sound; ""the motor w...","sound of something in rapid motion; ""whi..."
birth%2:29:00::,200056930,event,birth%1:28:00::,115142167,"cause to be born; ""My wife had twins yes...",the time when something begins (especial...
birth%2:29:00::,200056930,event,birth%1:22:00::,113532886,"cause to be born; ""My wife had twins yes...",the process of giving birth
birth%2:29:00::,200056930,event,birth%1:11:00::,107320302,"cause to be born; ""My wife had twins yes...","the event of being born; ""they celebrate..."
bitch%2:32:00::,200907657,event,bitch%1:10:00::,107209965,say mean things,"informal terms for objecting; ""I have a ..."
bite%2:35:00::,201445932,event,bite%1:04:00::,100838816,"to grip, cut off, or tear with or as if ...",the act of gripping or chewing off with ...
black_market%2:40:00::,202242256,event,black_market%1:04:00::,101097739,"deal in illegally, such as arms or liquo...",an illegal market in which goods or curr...
blackball%2:41:00::,202504017,event,blackball%1:04:00::,100207622,expel from a community or group,the act of excluding someone by a negati...
blackmail%2:41:00::,202581073,event,blackmail%1:04:00::,100784598,exert pressure on someone through threat...,extortion of money by threats to divulge...
blackmail%2:40:00::,202241767,event,blackmail%1:04:00::,100784598,obtain through threats,extortion of money by threats to divulge...
blame%2:32:01::,200842772,event,blame%1:10:00::,106713752,"harass with constant criticism; ""Don't a...","a reproach for some lapse or misdeed; ""h..."
blame%2:32:00::,200842538,event,blame%1:10:01::,107237758,put or pin the blame on,an accusation that you are responsible f...
blame%2:31:00::,200727991,event,blame%1:10:01::,107237758,"attribute responsibility to; ""We blamed ...",an accusation that you are responsible f...
blare%2:39:01::,202182479,event,blare%1:11:00::,107377473,"make a strident sound; ""She tended to bl...",a loud harsh or strident noise
blast%2:39:00::,202182479,event,blast%1:11:01::,107376257,"make a strident sound; ""She tended to bl...",a sudden very loud noise
blast%2:35:00::,201401772,event,blast%1:04:00::,100128867,"hit hard; ""He smashed a 3-run homer""",a very long fly ball
blast%2:33:00::,201135922,event,blast%1:11:00::,107408171,"use explosives on; ""The enemy has been s...",an explosion (as of dynamite)
blather%2:32:00::,201037650,event,blather%1:10:00::,106610332,"to talk foolishly; ""The two women babble...",foolish gibberish
blaze%2:43:01::,202764614,event,blaze%1:07:00::,104952570,"shine brightly and intensively; ""Meteors...",a light within the field of vision that ...
bleach%2:30:00::,200279465,event,bleach%1:04:00::,100274009,"make whiter or lighter; ""bleach the laun...",the act of whitening something by bleach...
bleat%2:32:00::,201048330,event,bleat%1:11:00::,107377931,"cry plaintively; ""The lambs were bleatin...",the sound of sheep or goats (or any soun...
bleep%2:39:00::,202187171,event,bleep%1:11:00::,107377082,emit a single short high-pitched signal;...,a short high tone produced as a signal o...
blend%2:35:00::,201462468,event,blend%1:11:00::,107375405,"combine into one; ""blend the nuts and ra...",an occurrence of thorough mixing
blend%2:35:00::,201462468,event,blend%1:04:00::,100380696,"combine into one; ""blend the nuts and ra...",the act of blending components together ...
blend%2:30:00::,200394813,event,blend%1:11:00::,107375405,"mix together different elements; ""The co...",an occurrence of thorough mixing
blend%2:30:00::,200394813,event,blend%1:04:00::,100380696,"mix together different elements; ""The co...",the act of blending components together ...
blether%2:32:00::,201037650,event,blether%1:10:00::,107137129,"to talk foolishly; ""The two women babble...",idle or foolish and irrelevant talk
blight%2:43:00::,202771320,event,blight%1:26:01::,114215331,"cause to suffer a blight; ""Too much rain...",any plant disease resulting in withering...
blink%2:29:01::,200008435,event,blink%1:04:00::,100117959,"force to go away by blinking; ""blink awa...",a reflex that closes and opens the eyes ...
blink%2:29:00::,200007739,event,blink%1:04:00::,100117959,"briefly shut the eyes; ""The TV announcer...",a reflex that closes and opens the eyes ...
blitz%2:33:00::,201126219,event,blitz%1:04:00::,100975781,"attack suddenly and without warning; ""Hi...",a swift and violent military offensive w...
bloat%2:30:01::,200361952,event,bloat%1:26:00::,114315549,"make bloated or swollen; ""Hunger bloated...",swelling of the rumen or intestinal trac...
bloat%2:30:00::,200361797,event,bloat%1:26:00::,114315549,"become bloated or swollen or puff up; ""T...",swelling of the rumen or intestinal trac...
block%2:35:02::,201479333,event,block%1:06:01::,102853449,"obstruct; ""My nose is all stuffed""; ""Her...","an obstruction in a pipe or tube; ""we ha..."
block%2:33:00::,201147060,event,block%1:04:00::,100562398,impede the movement of (an opponent or a...,the act of obstructing or deflecting som...
block%2:31:00::,200609100,event,block%1:09:00::,105645199,"be unable to remember; ""I'm drawing a bl...",an inability to remember or think of som...
blockade%2:33:00::,201126846,event,blockade%1:04:00::,100954086,impose a blockade on,a war measure that isolates some area of...
bloom%2:30:00::,200294245,event,bloom%1:22:00::,113439390,"produce or yield flowers; ""The cherry tr...",the organic process of bearing flowers; ...
blossom%2:30:00::,200293760,event,blossom%1:28:00::,115295045,"develop or come to a promising stage; ""Y...",the period of greatest prosperity or pro...
blow%2:43:00::,202769241,event,blow%1:19:00::,111465017,"be blowing or storming; ""The wind blew f...","a strong current of air; ""the tree was b..."
blow%2:39:01::,202135877,event,blow%1:04:02::,100835501,"make a sound as if blown; ""The whistle b...",forceful exhalation through the nose or ...
blow%2:38:03::,202100632,event,blow%1:19:00::,111465017,cause to move by means of an air current...,"a strong current of air; ""the tree was b..."
blow%2:38:12::,202068745,event,blow%1:04:02::,100835501,"spout moist air from the blowhole; ""The ...",forceful exhalation through the nose or ...
blow%2:38:00::,201902783,event,blow%1:19:00::,111465017,be in motion due to some air or water cu...,"a strong current of air; ""the tree was b..."
blow%2:30:08::,200477247,event,blow%1:04:02::,100835501,"shape by blowing; ""Blow a glass vase""",forceful exhalation through the nose or ...
blow%2:29:01::,200034948,event,blow%1:04:02::,100835501,free of obstruction by blowing air throu...,forceful exhalation through the nose or ...
blow%2:29:00::,200007012,event,blow%1:04:02::,100835501,"exhale hard; ""blow on the soup to cool i...",forceful exhalation through the nose or ...
bluff%2:33:00::,201076953,event,bluff%1:04:00::,100756598,deceive an opponent by a bold bet on an ...,the act of bluffing in poker; deception ...
bluff%2:32:00::,200837872,event,bluff%1:10:00::,106759602,frighten someone by pretending to be str...,pretense that your position is stronger ...
blunder%2:41:00::,202566227,event,blunder%1:04:00::,100074790,commit a faux pas or a fault or make a s...,an embarrassing mistake
blush%2:29:00::,200103317,event,blush%1:04:00::,100118268,"turn red, as if in embarrassment or sham...",sudden reddening of the face (as from em...
bluster%2:43:00::,202770362,event,bluster%1:19:00::,111465297,"blow hard; be gusty, as of wind; ""A sout...",a violent gusty wind
bluster%2:32:00::,200883226,event,bluster%1:10:01::,107230089,show off,vain and empty boasting
bluster%2:32:00::,200883226,event,bluster%1:10:00::,106889591,show off,a swaggering show of courage
boast%2:32:00::,200883226,event,boast%1:10:00::,107229530,show off,speaking of yourself in superlatives
bob%2:32:00::,200899352,event,bob%1:04:00::,100336274,make a curtsy; usually done only by girl...,a short abrupt inclination (as of the he...
bogey%2:35:00::,201598921,event,bogey%1:23:00::,113595414,to shoot in one stroke over par,(golf) a score of one stroke over par on...
boil%2:30:01::,200375021,event,boil%1:07:00::,105014099,come to the boiling point and change fro...,the temperature at which a liquid boils ...
boil%2:30:02::,200374668,event,boil%1:07:00::,105014099,"bring to, or maintain at, the boiling po...",the temperature at which a liquid boils ...
boil%2:30:00::,200328128,event,boil%1:07:00::,105014099,immerse or be immersed in a boiling liqu...,the temperature at which a liquid boils ...
bolt%2:38:02::,202073714,event,bolt%1:04:00::,100204943,run away; usually includes taking someth...,a sudden abandonment (as from a politica...
bolt%2:38:00::,201966039,event,bolt%1:04:01::,100555983,"move or jump suddenly; ""She bolted from ...","the act of moving with great haste; ""he ..."
bomb%2:41:00::,202523521,event,bomb%1:11:00::,107365193,"fail to get a passing grade; ""She studie...",an event that fails badly or is totally ...
boo%2:32:00::,200862225,event,boo%1:10:00::,107123870,"show displeasure, as after a performance...",a cry or noise made to express displeasu...
boom%2:39:00::,202187510,event,boom%1:11:01::,107377682,"make a resonant sound, like artillery; ""...",a deep prolonged loud noise
boom%2:39:01::,202174662,event,boom%1:11:01::,107377682,"make a deep hollow sound; ""Her voice boo...",a deep prolonged loud noise
boom%2:30:00::,200310386,event,boom%1:26:00::,114488813,"grow vigorously; ""The deer population in...",a state of economic prosperity
boomerang%2:38:00::,202005778,event,boomerang%1:04:00::,100073032,return to the initial position from wher...,a miscalculation that recoils on its mak...
boondoggle%2:41:00::,202447247,event,boondoggle%1:04:00::,100041614,"do useless, wasteful, or trivial work",work of little or no value done merely t...
boost%2:41:00::,202554922,event,boost%1:04:01::,101211339,contribute to the progress or growth of;...,"the act of giving a push; ""he gave her a..."
boost%2:38:00::,201975912,event,boost%1:07:00::,105110408,"increase; ""The landlord hiked up the ren...","an increase in cost; ""they asked for a 1..."
boost%2:35:00::,201516071,event,boost%1:04:01::,101211339,"push or shove upward, as if from below o...","the act of giving a push; ""he gave her a..."
boost%2:30:02::,200310937,event,boost%1:04:00::,101211019,"give a boost to; be beneficial to; ""The ...",the act of giving hope or support to som...
boot%2:35:00::,201372556,event,boot%1:04:00::,100136329,kick; give a boot to,the act of delivering a blow with the fo...
botch%2:41:00::,202527651,event,botch%1:04:00::,100074790,"make a mess of, destroy or ruin; ""I botc...",an embarrassing mistake
bother%2:41:01::,202507736,event,bother%1:11:00::,107372565,to cause inconvenience or discomfort to;...,"an angry disturbance; ""he didn't want to..."
bounce%2:38:02::,201892608,event,bounce%1:11:00::,107350401,move up and down repeatedly,rebounding from an impact (or series of ...
bounce%2:38:00::,201892104,event,bounce%1:11:00::,107350401,spring back; spring away from an impact;...,rebounding from an impact (or series of ...
bound%2:38:01::,201963942,event,bound%1:04:00::,100120202,"move forward by leaps and bounds; ""The h...","a light, self-propelled movement upwards..."
bound%2:38:00::,201892104,event,bound%1:04:00::,100120202,spring back; spring away from an impact;...,"a light, self-propelled movement upwards..."
bow%2:38:01::,202062632,event,bow%1:10:01::,107274425,bend one's back forward from the waist o...,bending the head or body or knee as a si...
bow%2:38:00::,202040273,event,bow%1:10:01::,107274425,bend the head or the upper part of the b...,bending the head or body or knee as a si...
bow%2:32:00::,200898691,event,bow%1:10:01::,107274425,"bend one's knee or body, or lower one's ...",bending the head or body or knee as a si...
box%2:35:00::,201420765,event,box%1:04:00::,100135148,"hit with the fist; ""I'll box your ears!""...",a blow with the hand (usually on the ear...
box%2:35:01::,201419982,event,box%1:04:00::,100135148,engage in a boxing match,a blow with the hand (usually on the ear...
boycott%2:41:00::,202465494,event,boycott%1:04:00::,100206130,refuse to sponsor; refuse to do business...,a group's refusal to have commercial dea...
brag%2:32:00::,200883226,event,brag%1:10:00::,107229747,show off,"an instance of boastful talk; ""his brag ..."
brandish%2:35:00::,201446901,event,brandish%1:10:00::,106890254,"move or swing back and forth; ""She waved...",the act of waving
bravo%2:32:00::,200860482,event,bravo%1:10:00::,106692834,applaud with shouts of `bravo' or `brava...,a cry of approval as from an audience at...
brawl%2:32:00::,200774344,event,brawl%1:04:00::,101176431,"to quarrel noisily, angrily or disruptiv...",a noisy fight in a crowd
bray%2:32:00::,201054553,event,bray%1:11:00::,107378059,braying characteristic of donkeys,the cry of an ass
bray%2:29:00::,200029630,event,bray%1:11:00::,107378059,laugh loudly and harshly,the cry of an ass
breach%2:41:00::,202566528,event,breach%1:04:01::,100068901,"act in disregard of laws, rules, contrac...",a failure to perform some promised act o...
break%2:42:05::,202746449,event,break%1:11:00::,107367812,vary or interrupt a uniformity or contin...,some abrupt occurrence that interrupts a...
break%2:41:01::,202535716,event,break%1:28:00::,115271008,"interrupt a continued activity; ""She had...",a time interval during which there is a ...
break%2:41:13::,202431320,event,break%1:11:03::,107313814,discontinue an association or relation; ...,a personal or social separation (as betw...
break%2:38:02::,202073233,event,break%1:04:04::,100059989,"move away or escape suddenly; ""The horse...","an escape from jail; ""the breakout was c..."
break%2:35:14::,201597995,event,break%1:04:03::,100500280,make the opening shot that scatters the ...,the opening shot that scatters the balls...
break%2:32:04::,200779061,event,break%1:04:05::,101062997,"cease an action temporarily; ""We pause f...",a pause from doing something (as work); ...
break%2:30:15::,200336260,event,break%1:26:00::,114292090,become fractured; break or crack on the ...,"breaking of hard tissue such as bone; ""i..."
break%2:30:10::,200334996,event,break%1:04:00::,100376400,destroy the integrity of; usually by for...,"the act of breaking something; ""the brea..."
break%2:30:00::,200334186,event,break%1:11:02::,107367548,become separated into pieces or fragment...,"the occurrence of breaking; ""the break i..."
break%2:30:00::,200334186,event,break%1:04:00::,100376400,become separated into pieces or fragment...,"the act of breaking something; ""the brea..."
break%2:29:04::,200107739,event,break%1:26:00::,114292090,"fracture a bone of; ""I broke my foot whi...","breaking of hard tissue such as bone; ""i..."
break_dance%2:38:00::,201896484,event,break_dance%1:04:00::,100526412,"do a break dance; ""Kids were break-danci...",a form of solo dancing that involves rap...
breakfast%2:34:00::,201185740,event,breakfast%1:13:00::,107574602,"eat an early morning meal; ""We breakfast...",the first meal of the day (usually in th...
breeze%2:43:00::,202769480,event,breeze%1:19:00::,111431754,"blow gently and lightly; ""It breezes mos...","a slight wind (usually refreshing); ""the..."
breeze%2:38:00::,201894520,event,breeze%1:04:00::,100575365,to proceed quickly and easily,"any undertaking that is easy to do; ""mar..."
broil%2:30:00::,200328370,event,broil%1:04:00::,100246754,"cook under a broiler; ""broil fish""",cooking by direct exposure to radiant he...
browse%2:35:01::,201576165,event,browse%1:04:00::,100839023,"feed as in a meadow or pasture; ""the her...",the act of feeding by continual nibbling...
browse%2:34:00::,201174742,event,browse%1:04:00::,100839023,"eat lightly, try different dishes; ""Ther...",the act of feeding by continual nibbling...
bruise%2:35:00::,201492725,event,bruise%1:26:00::,114288871,injure the underlying soft tissue or bon...,an injury that doesn't break the skin bu...
brunch%2:34:00::,201185604,event,brunch%1:13:00::,107574923,"eat a meal in the late morning; ""We brun...",combination breakfast and lunch; usually...
brush%2:35:00::,201240720,event,brush%1:11:00::,107413714,"touch lightly and briefly; ""He brushed t...",momentary contact
bump%2:35:00::,201239619,event,bump%1:11:00::,107338681,"knock against with force or violence; ""M...","an impact (as from a collision); ""the bu..."
bunco%2:41:00::,202572119,event,bunco%1:04:00::,100779248,"deprive of by deceit; ""He swindled me ou...",a swindle in which you cheat at gambling...
bungle%2:41:00::,202527651,event,bungle%1:04:00::,100074790,"make a mess of, destroy or ruin; ""I botc...",an embarrassing mistake
bungle%2:29:00::,200013172,event,bungle%1:04:00::,100074790,spoil by behaving clumsily or foolishly;...,an embarrassing mistake
bunt%2:35:01::,201408297,event,bunt%1:04:00::,100128477,hit a ball in such a way so as to make i...,(baseball) the act of hitting a baseball...
burden%2:32:00::,200750532,event,burden%1:09:01::,105832745,"impose a task upon, assign a responsibil...","an onerous or difficult concern; ""the bu..."
burlesque%2:32:00::,200849939,event,burlesque%1:10:00::,107017999,"make a parody of; ""The students spoofed ...",a theatrical entertainment of broad and ...
burlesque%2:32:00::,200849939,event,burlesque%1:10:01::,106780309,"make a parody of; ""The students spoofed ...",a composition that imitates or misrepres...
burn%2:39:04::,202121048,event,burn%1:26:00::,114325437,"feel hot or painful; ""My eyes are burnin...",pain that feels hot as if it were on fir...
burn%2:39:00::,202120451,event,burn%1:26:00::,114325437,cause a sharp or stinging pain or discom...,pain that feels hot as if it were on fir...
burn%2:30:01::,200378042,event,burn%1:04:00::,100403911,"cause to undergo combustion; ""burn garba...",damage inflicted by fire
burn%2:30:00::,200377002,event,burn%1:04:00::,100403911,"undergo combustion; ""Maple wood burns we...",damage inflicted by fire
burn%2:30:03::,200196364,event,burn%1:04:00::,100403911,"burn with heat, fire, or radiation; ""The...",damage inflicted by fire
burp%2:29:00::,200003431,event,burp%1:04:00::,100117578,"expel gas from the stomach; ""In China it...",a reflex that expels gas noisily from th...
burst%2:42:00::,202715595,event,burst%1:04:02::,100555325,"be in a state of movement or action; ""Th...",a sudden flurry of activity (often for n...
burst%2:30:00::,200309310,event,burst%1:04:00::,100377364,"come open suddenly and violently, as if ...","the act of exploding or bursting; ""the e..."
burst%2:30:09::,200306017,event,burst%1:04:00::,100377364,"burst outward, usually with noise; ""The ...","the act of exploding or bursting; ""the e..."
buss%2:35:00::,201431230,event,buss%1:04:00::,100138221,touch with the lips or press the lips (a...,the act of caressing with the lips (or a...
bust%2:35:01::,201369758,event,bust%1:11:00::,107365024,"ruin completely; ""He busted my radio!""","a complete failure; ""the play was a dism..."
bustle%2:38:00::,202058191,event,bustle%1:04:00::,100555138,move or cause to move energetically or b...,a rapid active commotion
buy%2:42:00::,202646757,event,buy%1:21:00::,113253751,"be worth or be capable of buying; ""This ...","an advantageous purchase; ""she got a bar..."
buy%2:40:00::,202207206,event,buy%1:21:00::,113253751,obtain by purchase; acquire by means of ...,"an advantageous purchase; ""she got a bar..."
buzz%2:42:00::,202706605,event,buzz%1:04:00::,101260008,"be noisy with activity; ""This office is ...","a confusion of activity and gossip; ""the..."
buzz%2:39:00::,202182109,event,buzz%1:11:00::,107378234,"make a buzzing sound; ""bees were buzzing...","sound of rapid vibration; ""the buzz of a..."
buzz%2:32:00::,200792304,event,buzz%1:11:00::,107378234,"call with a buzzer; ""he buzzed the serva...","sound of rapid vibration; ""the buzz of a..."
cabal%2:31:00::,200706975,event,cabal%1:09:00::,105908882,engage in plotting or enter into a consp...,a plot to carry out some harmful or ille...
cackle%2:32:01::,201056554,event,cackle%1:10:01::,107136940,"talk or utter in a cackling manner; ""The...",noisy talk
cackle%2:32:00::,201056369,event,cackle%1:11:00::,107378437,"squawk shrilly and loudly, characteristi...",the sound made by a hen after laying an ...
cackle%2:29:00::,200031418,event,cackle%1:10:00::,107127451,"emit a loud, unpleasant kind of laughing...",a loud laugh suggestive of a hen's cackl...
cakewalk%2:38:00::,201896657,event,cakewalk%1:04:00::,100530874,perform the cakewalk dance,a strutting dance based on a march; was ...
call%2:41:00::,202487573,event,call%1:04:03::,101055954,"pay a brief visit; ""The mayor likes to c...","a brief social visit; ""senior professors..."
call%2:40:09::,202359061,event,call%1:10:08::,107192661,"demand payment of (a loan); ""Call a loan...",a demand by a broker that a customer dep...
call%2:32:06::,201068793,event,call%1:04:00::,100164801,"indicate a decision in regard to; ""call ...",(sports) the decision made by an umpire ...
call%2:32:03::,200975036,event,call%1:10:03::,106796642,"utter a characteristic note or cry; ""blu...",the characteristic sound produced by a b...
call%2:32:09::,200913065,event,call%1:10:02::,107120524,"utter a sudden loud cry; ""she cried with...",a loud utterance; often in protest or op...
call%2:32:12::,200874002,event,call%1:04:04::,100080743,require the presentation of for redempti...,the option to buy a given stock (or stoc...
call%2:32:08::,200822746,event,call%1:04:00::,100164801,declare in the capacity of an umpire or ...,(sports) the decision made by an umpire ...
call%2:32:01::,200789448,event,call%1:10:01::,106272803,get or try to get into communication (wi...,"a telephone connection; ""she reported se..."
call%2:32:11::,200783523,event,call%1:10:03::,106796642,lure by imitating the characteristic cal...,the characteristic sound produced by a b...
call%2:31:13::,200738747,event,call%1:10:02::,107120524,"utter in a loud voice or announce; ""He c...",a loud utterance; often in protest or op...
call_up%2:33:00::,201097960,event,call_up%1:10:00::,107169353,call to arms; of military personnel,an order to report for military duty
camouflage%2:39:00::,202158896,event,camouflage%1:04:00::,101049266,disguise by camouflaging; exploit the na...,the act of concealing the identity of so...
campaign%2:41:10::,202589576,event,campaign%1:04:02::,100798245,"exert oneself continuously, vigorously, ...",a series of actions advancing a principl...
campaign%2:33:01::,201094086,event,campaign%1:11:00::,107472929,"run, stand, or compete for an office or ...",a race between candidates for elective o...
campaign%2:33:00::,201093786,event,campaign%1:04:00::,100968155,go on a campaign; go off to war,several related operations aimed at achi...
canker%2:29:01::,200090075,event,canker%1:26:00::,114212759,become infected with a canker,an ulceration (especially of the lips or...
canker%2:29:00::,200089973,event,canker%1:26:00::,114212759,infect with a canker,an ulceration (especially of the lips or...
cannon%2:33:01::,201147987,event,cannon%1:04:00::,100500449,make a cannon,a shot in billiards in which the cue bal...
cannonade%2:33:00::,201136481,event,cannonade%1:04:00::,100994623,attack with cannons or artillery,intense and continuous artillery fire
canter%2:38:01::,201959669,event,canter%1:04:00::,100288486,"go at a canter, of horses",a smooth three-beat gait; between a trot...
canter%2:38:03::,201959482,event,canter%1:04:00::,100288486,"ride at a cantering pace; ""He cantered t...",a smooth three-beat gait; between a trot...
canter%2:38:00::,201959340,event,canter%1:04:00::,100288486,"ride at a canter; ""The men cantered away...",a smooth three-beat gait; between a trot...
canvass%2:41:00::,202458747,event,canvass%1:09:00::,105800998,solicit votes from potential voters in a...,an inquiry into public opinion conducted...
canvass%2:41:01::,202454312,event,canvass%1:09:00::,105800998,get the opinions (of people) by asking s...,an inquiry into public opinion conducted...
caper%2:38:00::,201967104,event,caper%1:04:00::,100511817,jump about playfully,gay or light-hearted recreational activi...
capture%2:40:01::,202304241,event,capture%1:22:00::,113442715,bring about the capture of an elementary...,any process in which an atomic or nuclea...
capture%2:40:00::,202272549,event,capture%1:04:00::,100088481,"take possession of by force, as after an...",the act of forcibly dispossessing an own...
capture%2:35:01::,201215421,event,capture%1:04:01::,100775286,"succeed in catching or seizing, especial...",the act of taking of a person by force
care%2:41:13::,202550296,event,care%1:04:01::,100654885,"provide care for; ""The nurse was caring ...",the work of providing treatment for or a...
care%2:41:11::,202436349,event,care%1:04:02::,100829378,"be in charge of, act on, or dispose of; ...",attention and management implying respon...
care%2:37:02::,201822936,event,care%1:12:00::,107505047,"feel concern or interest; ""I really care...","a cause for feeling concern; ""his major ..."
care%2:37:12::,201766748,event,care%1:12:00::,107505047,"be concerned with; ""I worry about my gra...","a cause for feeling concern; ""his major ..."
careen%2:38:01::,201924882,event,careen%1:04:00::,100348008,walk as if unable to control one's movem...,pitching dangerously to one side
careen%2:38:00::,201884974,event,careen%1:04:00::,100348008,"move sideways or in an unsteady way; ""Th...",pitching dangerously to one side
caress%2:35:00::,201226215,event,caress%1:04:00::,100144778,touch or stroke lightly in a loving or e...,a gentle affectionate stroking (or somet...
carom%2:38:00::,201892849,event,carom%1:11:00::,107409475,"rebound after hitting; ""The car caromed ...",a glancing rebound
carom%2:35:00::,201598395,event,carom%1:04:00::,100500449,make a carom,a shot in billiards in which the cue bal...
carouse%2:41:00::,202493260,event,carouse%1:04:00::,100511041,"engage in boisterous, drunken merrymakin...",revelry in drinking; a merry drinking pa...
carry%2:42:15::,202741357,event,carry%1:04:00::,100318735,"be conveyed over a certain distance; ""He...",the act of carrying something
carry%2:42:01::,202717102,event,carry%1:04:00::,100318735,have with oneself; have on one's person;...,the act of carrying something
carry%2:42:03::,202700867,event,carry%1:04:00::,100318735,"contain or hold; have within; ""The jar c...",the act of carrying something
carry%2:42:12::,202636516,event,carry%1:04:00::,100318735,"have or possess something abstract; ""I c...",the act of carrying something
carry%2:41:00::,202561168,event,carry%1:04:00::,100318735,"extend to a certain degree; ""carry too f...",the act of carrying something
carry%2:40:13::,202233195,event,carry%1:04:00::,100318735,transfer (entries) from one account book...,the act of carrying something
carry%2:38:03::,202079933,event,carry%1:04:00::,100318735,transmit or serve as the medium for tran...,the act of carrying something
carry%2:38:10::,202012725,event,carry%1:04:00::,100318735,"transfer (a number, cipher, or remainder...",the act of carrying something
carry%2:38:07::,202001699,event,carry%1:04:00::,100318735,"pursue a line of scent or be a bearer; ""...",the act of carrying something
carry%2:35:01::,201601234,event,carry%1:04:00::,100318735,"support or hold in a certain manner; ""Sh...",the act of carrying something
carry%2:35:02::,201449974,event,carry%1:04:00::,100318735,"move while supporting, either in a vehic...",the act of carrying something
carry%2:33:04::,201123609,event,carry%1:04:00::,100318735,"have a certain range; ""This rifle carrie...",the act of carrying something
carry%2:33:03::,201123415,event,carry%1:04:00::,100318735,cover a certain distance or advance beyo...,the act of carrying something
carry%2:32:02::,201061017,event,carry%1:04:00::,100318735,serve as a means for expressing somethin...,the act of carrying something
carry%2:30:05::,200235110,event,carry%1:04:00::,100318735,"continue or extend; ""The civil war carri...",the act of carrying something
cartwheel%2:38:00::,202046286,event,cartwheel%1:04:00::,100434657,do cartwheels: perform an acrobatic move...,acrobatic revolutions with the body turn...
